"","df9f127f34e52758c22bb8768ea9dd1d","X726f137d48a9a16971165106f5accbc3","X192b9d0e30798cb5d4a686f2b25b046b","X8bb6ba264b60216d22b221d5c6c0992e","X4603641854a42087dd05682bc365b2b2","X31e4d9092a2fe5d08a565a11d5c0a510","X065259ec202538d9a00670abd44fc85d","d2db2c90c9f6401ed400e43cd16e7846","X71c8a0b854b50dd6b2845d87007e5ad4","X90c8784ec39588e5031c9e4950c88efa","X519335ba0a9cc277b802a53b482bce49","f3eefe548d5b25a70eff6ded2ac754cb","f99a6053aeb89ad886d5acae4e1e77b5","c50df3a28f2c5b2ed3fcec3c8c0dbce3","fbdfdbc22fcb0362b5fe57dcee55fed6","X23769d724c8f54a20fc5503775e0d215","X43c74972f95d6719e0a57265faf133ff","X27411089f2f049c2a454db6aac7c5d0b","a4d62e1254481f8aa0a1fd7b2f28dddf","fcca31a8dba0488eb8879120277f149b","X6621ec621365d2e452925f53b69d7fa8","ad568b74428dbece1b14338b18a261b9","X733666313c4bfa4aee6abca3478eed6e","X72c7f54f73e0c27bef2f8ea144f989eb","X0b85d04d31bae6800df285cbbea2976c","X98cedaeb6530038a7c03909a8fffac4d","X5dbb8b0090393f98803bec4188360a21","X83b3780d81b53c75005807be459eb58c","X3a2c7d75cfe5ecf2bb7365399890fdb4","f7e4d6e9e0a0370a86c8c5fd06c3abbb","X3e5948251286e38076a2b64de3ce2c04","X0c897461dd87a51b819cb5cd2673b1cc","X53976109a60d93a15b345e47740ea7bd","e6463a720ccb096471a4b7b4ca2757b0","X66dab50962e1791cd3e6ab748e873c55","ed9923136d584bc3ff8524cd9eebdc93","c752f8a0b6dc047724cdb7f5f861aa35","ed33772a1caee90939081a3385e863b9","X74102cb314b4c3ba9f7dc88e4be09649","X2988a53743a50b6579198acf6a5cb70e","c3492868939e3115d88cd6bcd520726d","X264b149f3c269c37a1309792a8ca5ecc","X3c0f10bb5340d817636f203a0e132fdd","e9b701f61b7096cb0d7bb24cb2ba68e2","e7d24fb78850aa4194897270760d7f9f","c281b48a9ac15ab8db31d16fd7f6061a","ac497e41b16230691a63a326f1520573","X67b1a0b8a0351166d4e8978b1640913a","X861046dc390acf5d219614c8471a9a35","fc09aae0332019d4c733aeeaffb3ab07","X54a82865c7fb0a242e0e52c1629dcfa1","X0ab462899af75a39915e9dc4a0b872c2","fa479e1e8d76ccfafce1e9c8b17399a1","eaf307555b1ef040e7155ad169ba3637","b726c83a8023ca819ac68b75921d588e","ba63b0f31c182217ace0bd6fc39b027b","X931bb825089e4e983501f63d6b0ab6e2","X663353c380a5a14d9f0b5afdb3afbe08","X020dfe956e6e2e235703c7a5d833ec20","X20ff23552df9cf3f03ec93dfd095b42c","X10819d4184b7fe808f57b65a0e9174d1","e6bb66b5a45fe0fda71582bc237bd3df","X99a30d2e520c0bb462c9d36594b679ef"
"M.2017.NAM-0.06.R",345.51298710609,2463.99595902384,1049.05177784867,2271.72312553493,0,0,0,0,0,0,0,681.202883080287,0,0,367.937469027139,0,0,0,0,0,1407.47194641891,290.185210710736,2506.03143175526,0,0,768.778232528583,2270.64230216912,1566.94159749854,0,2684.94023162073,0,0,1329.12156075744,0,183.968734513569,2330.82304907141,0,647.298456461685,0,275.953101770354,0,0,0,0,0,3865.91342100725,16475.5279121154,513.504233223538,0,3066.38044681787,6789.52084614261,879.37718447842,6888.8230735059,87497.5513949758,396.671437232922,332.000719334892,0,0,8067.12901249264,2747.17188465803,317707.772542885,2855.62702951312,27263.2367053644
"M.2017.NAM-0.09.R",191.584644490744,0,0,1149.50786694446,0,0,0,0,0,0,1767.7580950298,0,0,0,968.943578110268,0,0,0,0,0,0,248.152812501939,0,0,0,383.169288981488,0,0,0,383.169288981488,0,0,2534.68180100586,0,0,165.281743391829,165.281743391829,957.92322245372,0,495.845230175488,0,0,0,0,0,1549.20768941077,11358.0814977505,0,522.148131274403,1682.67635387541,6985.11268814769,591.284466957053,1125.4471753243,19790.5990461481,0,394.189644638035,0,0,0,496.305625003877,96780.9151135644,6254.23271345017,4458.69875363926
"M.2017.NAM-13.03.R",0,0,0,6798.36131165884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.447189135893,0,0,0,0,0,0,0,0,0,169.447189135893,849.795163957355,0,0,0,0,0,0,0,0,0,1416.32527326226,0,3396.62143755153,1188.68954222914,0,0,0,0,566.530109304903,4320.90332296528,16188.9413474196,1429.37562148565,1670.4960569661
"M.2017.NAM-13.06.R",0,0,0,1663.20182530552,0,0,0,0,0,0,0,265.139463357726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.655846734118,0,397.709195036589,0,0,140.3495229432,0,1272.439278578,530.278926715452,507.617434120775,795.418390073179,0,0,0,0,0,0,0,1015.23486824155,5204.20118252827,265.139463357726,0,132.569731678863,3335.01412048695,0,2717.93727852426,21073.6868343558,0,0,0,0,2060.91102034211,2175.41760561959,62272.5390218043,1648.14986109143,5345.8302153253
"M.2017.NAM-13.09.R",0,0,0,0,0,0,0,0,0,0,0,256.919566512461,0,0,256.919566512461,0,0,0,0,0,0,0,0,0,0,0,256.919566512461,1195.7967743382,455.774164030756,513.839133024923,0,0,385.379349768692,0,0,513.839133024923,198.854597518295,0,0,0,0,0,198.854597518295,0,0,256.919566512461,2807.70898767503,0,128.459783256231,298.281896277442,899.218482793615,256.919566512461,899.218482793615,16192.9597591154,0,256.919566512461,0,0,1882.49621973141,695.991091314031,50342.8241406705,1153.099849959,3961.47613494115
"M.2017.NAM-14.03.R",96.938911521432,484.69455760716,0,0,0,0,0,0,0,0,0,193.877823042864,0,0,0,0,0,0,0,0,0,290.816734564296,0,1357.14476130005,0,0,0,0,0,0,0,0,1066.32802673575,0,0,0,0,0,0,0,290.816734564296,0,0,0,0,2132.6560534715,1938.77823042864,387.755646085728,0,0,2231.94125711893,581.633469128592,484.69455760716,13551.773974409,96.938911521432,0,0,0,775.511292171456,0,37193.1228792946,485.029742196588,2811.22843412153
"M.2017.NAM-14.06.R",0,528.705398743003,0,0,0,704.940531657337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7977.92773327128,0,0,0,0,204.327659835312,704.940531657337,528.705398743003,0,0,0,0,204.327659835312,0,0,0,0,0,0,0,0,0,0,176.235132914334,909.268191492649,0,0,881.175664571672,937.360718413627,0,0,9463.03842990988,306.491489752968,0,0,0,1057.41079748601,0,246483.092165777,715.146809423592,1586.11619622901
"M.2017.NAM-14.09.R",0,148.231047734103,1600.86407610835,0,0,0,0,0,0,0,0,0,0,0,296.462095468206,296.462095468206,0,0,0,0,0,0,0,797.377779257921,0,0,375.497827979751,0,148.231047734103,795.889699134751,0,0,0,0,1178.25178415715,375.497827979751,1154.68285278287,0,0,0,0,0,0,0,0,234.131037288294,7380.25405929249,0,0,795.889699134751,1429.08749577708,0,2203.62868433375,11900.1361050117,148.231047734103,0,0,0,296.462095468206,0,48781.7489656733,1343.18750622288,3635.84853745699
"M.2017.NAM-17.03.R",0,0,0,0,0,0,0,4684.30151641409,651.457840498691,0,0,0,0,0,6405.68195019641,1843.79045421298,0,0,0,0,0,0,0,0,0,0,0,16708.9125588267,4173.4249043242,0,0,0,693.282954771953,0,0,2219.24561500844,0,0,0,0,0,0,0,0,0,8570.29772240757,12731.2385642009,5577.83804861561,1344.74079527064,4600.19171790206,375.166807067612,0,15723.4329002077,42071.9086653423,0,0,0,0,0,7478.93520365436,252991.737619335,3434.13483354108,4912.25209790437
"M.2017.NAM-17.06.R",3959.41598614204,0,0,7126.94877505568,0,0,0,0,263206.326767401,0,0,0,0,0,0,445.063412264093,0,0,0,0,0,0,296.708941509396,0,0,0,0,429.334263557571,171.733705423028,0,0,0,171.733705423028,0,2133.81699851966,96228.9051471033,46937.8895896457,171.733705423028,296.708941509396,0,0,0,0,343.467410846057,0,0,3944.42180209646,0,0,0,229379.414009126,515.201116269085,0,10247.0128219343,15476.672989731,0,0,0,2529.67608879167,6401.45099555899,16165032.114849,4748.02718532851,109537.797799968
"M.2017.NAM-17.09.R",0,776.544055393476,0,39.9134676022383,0,0,0,0,0,0,0,0,0,0,467.034651052142,0,0,0,0,0,1401.10395315642,0,86.2826728214973,0,0,0,0,0,0,86.2826728214973,0,0,0,0,517.696036928984,1720.90395150399,0,0,0,0,0,0,0,0,0,603.978709750481,3999.87473180758,172.565345642995,345.130691285989,1487.38662597792,957.236438083267,353.257728332786,2670.01335254046,16359.2123931801,233.517325526071,0,0,0,603.978709750481,0,53750.3068406007,1253.86930045185,4238.1415622596
"M.2017.NAM-23.03.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.6182398524025,0,0,0,0,0,0,0,0,0,519.709439114415,0,0,0,270.398791008053,0,86.6182398524025,1303.81080488915,263.601786271145,0,0,0,0,0,5247.54908015274,73.8085001559205,259.854719557208
"M.2017.NAM-23.06.R",0,0,2783.96436525612,0,0,0,0,0,1755.40610223046,0,0,0,0,0,1371.94360417041,0,0,0,0,0,877.703051115231,0,0,0,0,0,0,494.240553055179,0,0,0,0,0,2783.96436525612,0,0,0,0,0,0,0,0,0,0,0,0,2471.20276527589,0,0,0,3036.18859864447,0,741.360829582768,11278.0581373884,1855.97624350408,0,0,0,1235.60138263795,40374.3403513006,280638.493818957,5517.64365987544,4226.60886750636
"M.2017.NAM-23.09.R",339.810017882502,204.327659835312,0,0,0,401.895607615922,0,0,0,0,0,0,0,0,0,0,339.810017882502,0,0,0,0,401.895607615922,0,306.491489752968,0,0,0,803.791215231844,926.855244264479,339.810017882502,0,0,880.913384583217,226.540011921668,306.491489752968,1941.11276843546,0,0,113.270005960834,0,0,0,0,204.327659835312,0,1027.50191867359,1934.97411933163,0,133.965202538641,267.930405077281,1205.68682284777,226.540011921668,834.280434881452,9497.99784545537,0,0,0,0,1346.41173744111,0,49576.7294888471,923.82093324738,1926.69725176838
"M.2017.NAM-30.03.R",0,0,0,775.117688702401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.248167550216,278.832111700144,0,0,0,0,0,0,0,1263.00880632367,0,0,0,0,0,0,0,278.832111700144,673.740430780444,0,278.832111700144,0,919.385811461409,418.248167550216,278.832111700144,3624.81745210187,146.584713596373,0,0,0,418.248167550216,0,16239.3699526078,129.1862814504,557.664223400288
"M.2017.NAM-30.06.R",0,999.035468437738,0,399.19429285226,0,0,0,0,0,0,0,0,0,0,315.072890143929,0,0,0,0,0,238.359490804538,1575.36445071965,0,0,0,0,472.609335215894,157.536445071965,0,1025.94386744071,0,0,266.129528568173,315.072890143929,238.359490804538,238.359490804538,133.064764284087,238.359490804538,0,0,0,0,0,0,0,2942.24046474243,10529.599000397,0,0,834.258217815882,4348.17581301964,0,607.249178954418,35333.1158035083,1310.97719942496,0,0,0,595.898727011344,0,131661.530225573,2352.72909816344,8570.17830936217
"M.2017.NAM-30.09.R",501.091215602549,1125.90028041954,0,1562.92736295081,0,0,0,0,0,0,0,214.753378115378,0,0,0,0,0,0,0,0,286.337837487171,357.922296858963,71.5844593717927,0,0,572.675674974342,0,520.975787650269,0,286.337837487171,0,0,281.475070104885,0,422.212605157327,140.737535052442,0,429.506756230756,0,0,0,0,0,0,0,2227.07206934466,4820.44434291815,214.753378115378,501.091215602549,854.150745079226,8482.0516379728,0,1529.55709298826,24346.6228953896,0,0,0,0,2115.71846587743,0,111659.825876768,1197.48473979133,8642.03291526289
"M.2017.NAM-32.03.R",0,813.578627289461,0,1304.7662176796,0,0,0,0,271.192875763154,0,542.385751526307,0,0,0,813.578627289461,0,0,219.994714626981,0,0,0,0,0,0,0,0,0,813.578627289461,0,271.192875763154,0,0,0,0,0,0,542.385751526307,43.9989429253962,0,0,0,0,0,0,0,0,6508.62901831569,0,542.385751526307,542.385751526307,542.385751526307,0,1355.96437881577,9428.94809100733,0,0,0,0,813.578627289461,0,32970.6307036367,43.9989429253962,2711.92875763154
"M.2017.NAM-32.06.R",979.899034577685,1102.37612205239,164.670720310898,4157.53799255514,0,131.639245937489,0,0,0,0,0,0,0,0,0,0,0,888.646979433376,1808.14935007171,0,0,739.748538336147,0,0,0,1883.05811303139,0,0,1656.37051386457,528.391813097248,0,0,0,0,616.945011691108,0,11078.8665561873,867.339915905857,0,0,0,0,0,0,0,1909.19920236721,2259.73413090682,0,0,164.670720310898,4785.22187106207,0,1981.19783961836,6587.386037127,5390.11564304946,0,0,0,0,0,353446.899048927,3011.46690156076,4654.69967544779
"M.2017.NAM-32.09.R",269.348026268166,385.346541487171,207.419929425369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.348026268166,0,0,0,0,0,404.022039402249,0,0,0,77.3323434793368,0,38.6661717396684,808.044078804499,0,0,0,0,0,0,0,0,0,808.044078804499,1597.41265969392,404.022039402249,0,404.022039402249,1750.76217074308,1082.65280871072,134.674013134083,5097.16838813744,115.998515219005,0,0,0,538.696052536333,0,28913.794943721,1626.90597705749,3045.79626071998
"M.2017.NAM-37.03.R",0,478.104792602125,0,1297.03165898155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637.473056802834,0,0,318.736528401417,159.368264200708,0,0,0,0,159.368264200708,0,0,318.736528401417,0,159.368264200708,0,0,0,48.0382095919094,0,1274.94611360567,5167.85860281259,0,0,956.209585204251,1115.57784940496,478.104792602125,844.879530595451,9721.46411624321,22984.0298982339,0,0,0,1593.68264200708,189.950660315983,41628.725709682,159.368264200708,4302.94313341913
"M.2017.NAM-37.06.R",0,0,116.988653562963,1951.88241565704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.657795729367,0,0,0,350.965960688888,0,579.426729679324,0,2706.43624369203,0,0,485.635102855292,0,0,0,451.072707282005,0,0,0,0,0,0,0,0,467.95461425185,42459.2651577438,584.943267814813,0,3299.51332178504,9503.72017282834,162.510809765413,6212.43809069346,25428.8716184034,18425.5847308833,0,0,0,233.977307125925,55.6792873051225,575201.793252989,17379.0186512554,6608.39897350422
"M.2017.NAM-37.09.R",1899.14262737612,5359.9500542979,18886.256510838,2873.76966736116,0,0,0,0,0,0,0,0,0,0,0,1149.50786694446,0,2299.01573388893,0,0,7950.38339420266,1179.95840646617,3248.03682557921,0,0,0,0,2359.91681293234,3703.2322063921,0,0,0,0,7989.32178624464,0,1724.2618004167,6322.29326819455,5922.49498920924,0,0,0,0,2773.52627973407,10619.6256581955,0,64.6025088384308,8169.17252517286,3542.40061615693,4968.27749306583,129.205017676862,26217.4949776095,0,3441.8443520945,47333.5237453903,3456.02232849328,0,0,0,1918.38220336733,3161.14663409728,680592.174647701,22489.050493832,14517.7819960839
"M.2017.NAM-43.03.R",0,0,21.2339076839938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.900452183303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687.25113045826,0,0,0,450.930429077945,0,1012.35067827495,8162.50714925162,1076.05240132694,0,0,0,1687.25113045826,337.450226091652,21692.0511480352,127.403446103963,3374.50226091652
"M.2017.NAM-43.06.R",0,0,127.357912349101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.357912349101,0,0,0,0,254.715824698202,0,0,0,0,0,274.324433220003,0,4362.12060879504,0,0,0,0,0,0,1097.90143981932,0,0,1527.88894888693,0,0,0,11136.6698988661,0,1254.74450265065,5753.64033421497,0,0,0,0,3293.70431945795,781.251633249917,27042.4187360455,274.324433220003,0
"M.2017.NAM-43.09.R",0,382.757721538973,0,0,0,0,0,0,0,0,0,605.004140497087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.2134240397868,0,987.76186203606,0,0,574.13658230846,0,0,0,207.419929425369,1481.64279305409,0,0,0,0,0,302.502070248543,0,0,4506.66349553952,382.757721538973,0,0,1686.00295505593,0,610.945531668318,13398.9494121103,0,0,0,0,0,0,50298.2679288207,783.919917757875,4588.13372595309
"M.2017.NAM-46.03.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5431198396909,0,0,0,0,0,0,0,0,0,0,0,0,118.888157946881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.888157946881,0,0,277.405701876055,475.552631787523,0,0,0,0,0,608.909751760632,52.5431198396909,0
"M.2017.NAM-46.06.R",0,9460.55147131285,0,18222.3122089492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4349.1219711197,0,0,0,0,0,0,0,74.894375526016,0,0,487.026074792837,0,0,797.62509935207,1281.82531925462,0,0,37.447187763008,0,0,0,0,0,604.772082372579,6446.35826065329,0,0,0,37527.4399922086,0,760.177911589062,241223.436793392,8211.14698948866,0,0,0,685.283536063046,6877.83859703222,520409.961205398,14285.2510591384,8027.78413002092
"M.2017.NAM-46.09.R",403.564483298736,635.294940862001,216.756349606316,403.564483298736,0,1250.34189036065,0,0,0,0,0,403.564483298736,216.756349606316,0,0,433.512699212633,1250.34189036065,403.564483298736,0,0,0,0,0,0,0,0,1008.91120824684,433.512699212633,0,0,0,0,0,0,433.512699212633,0,0,0,0,0,0,0,0,1779.68371255712,0,0,4678.79504359727,0,0,0,13941.6645310717,403.564483298736,216.756349606316,28384.2342910584,0,0,0,0,2954.44447129728,0,163648.795898598,4387.87874604196,7693.13594672234
"M.2017.NAM-48.03.R",0,0,0,57536.9191920195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.906727213114,0,158.941765723811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.825297171433,0,2322.31579918679,0,1542.79891099235,135.906727213114,395.379281413971,0,47.4455137696765,0,397.354414309527,0,5600.33856869373,158.941765723811,1192.06324292858
"M.2017.NAM-48.06.R",0,69.368783093787,0,7510.83594560903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.089554548315,34.6843915468935,0,0,0,0,0,0,3562.06972073933,0,0,7198.9381566219,0,0,138.737566187574,0,0,0,0,0,0,0,0,0,1058.45773886966,4525.50588273935,0,0,0,47959.2811559523,0,4305.10757089072,95970.3042066431,347.547892190418,0,0,0,0,9319.00015473713,1494287.05517726,5858.10225761987,37309.7083453802
"M.2017.NAM-48.09.R",93.6278083953715,587.063325787124,0,0,0,0,0,0,0,0,0,0,0,0,129.801155446619,0,0,0,0,0,367.417528817194,0,0,0,0,216.335259077698,0,216.335259077698,0,648.300954003308,0,0,432.670518155396,0,0,1027.36082012747,43.2670518155396,1577.71752744269,0,440.297494340343,0,0,0,0,0,1320.89248302103,2896.7780019518,280.883425186115,0,403.590875868441,3392.5181568353,1174.12665157425,1415.52619181688,11602.8489646703,0,0,0,0,891.471860317038,346.136414524317,56551.8551346303,2663.71026112389,4151.41159523414
"M.2017.NAM-5.03.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712.125177363677,0,0,0,0,90.7660312666286,0,0,0,94.9500236484903,0,104.562041887554,0,0,142.425035472735,0,0,0,968.72427296303,0,246.987077360289,489.651844142303,4516.96317663648,0,0,0,0,0,2021.05368853771,94.9500236484903,0
"M.2017.NAM-5.06.R",0,603.568128007442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.376966736116,0,0,0,0,316.191161271326,0,0,0,603.568128007442,0,0,0,287.376966736116,0,0,0,143.688483368058,0,158.095580635663,0,0,0,368.317766152748,0,1149.50786694446,3705.61802260733,431.065450104174,0,287.376966736116,6447.60282733797,0,2282.24023383482,16988.0379307122,1566.54870908902,0,0,0,1417.35844153197,25201.4976941765,70919.1255677495,0,8335.59706632289
"M.2017.NAM-5.09.R",268.738641593351,268.738641593351,0,0,0,1020.10321608916,0,0,0,0,537.477283186703,0,0,0,0,1195.89087435891,0,0,0,0,0,268.738641593351,0,152.938814915358,0,305.877629830716,0,4837.29554868033,3088.74239737017,0,0,0,1898.06974906162,0,785.976194450848,0,3727.48366896218,554.376541094861,0,0,0,0,0,8868.3751725806,0,0,124.249455632073,0,1242.49455632073,910.22565008292,64568.0257370266,0,1586.97389318055,2522.70708436324,2559.37638821409,0,0,0,1881.17049115346,0,197370.381529919,31216.4058107728,1649.57083779747
"M.2017.NAM-72.03.R",0,0,0,816.62629667097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.360498356053,0,0,0,0,0,0,0,0,0,0,0,0,0,178.411601511741,0,0,0,0,0,0,90.0140039286612,0,0,0,36.0056015714645,0,0,0,0,118.941067674494,17324.6528001469,0,4118.57932925937
"M.2017.NAM-72.06.R",0,105.866737597381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.991255110096,0,181.995627555048,0,0,545.986882665144,1518.97743097756,0,0,545.986882665144,993.164545018907,0,727.982510220192,0,0,0,0,993.164545018907,0,0,0,0,0,0,0,1273.96939288534,1045.58272301233,363.991255110096,181.995627555048,0,4074.98820241526,0,363.991255110096,10181.6661555758,198.632909003781,0,0,0,545.986882665144,529.333687986904,163011.550541502,0,5245.61310457995
"M.2017.NAM-72.09.R",199.746322170843,16197.6108523993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24296.4162785989,24296.4162785989,68.2222282232516,180.474772728683,0,0,0,8098.80542619964,689.47635287687,798.985288683372,0,0,225.593465910853,599.238966512529,0,1273.4815935007,0,65840.8693079313,0,0,0,0,0,199.746322170843,0,0,1198.47793302506,0,0,0,23073.4656240258,289.983708535184,41492.7587418524,2281884.29491412,16197.6108523993,0,0,0,0,1797.71689953759,6551346.89156641,213365.844825034,26429.2355798538
"M.2017.NAM-76.03.R",0,0,0,39.9881168646051,0,0,0,0,0,0,0,0,120.083382899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.341440621797,0,0,0,0,0,0,197.604864373078,0,0,197.604864373078,0,60.0416914495002,0,0,0,0,0,0,0,0,0,0,2060.01728980566,0,0,190.092345488356,607.03182775789,0,0,0,0,30.0208457247501,4459.87788022199,0,441.912304636075
"M.2017.NAM-76.06.R",217.550328908904,36.9004285754151,0,3624.31360570416,0,0,0,0,0,0,681.352655359052,0,0,681.352655359052,0,0,0,0,0,0,0,435.100657817807,3450.19007180132,0,0,36.9004285754151,0,108.775164454452,36.9004285754151,0,0,0,0,0,0,0,0,898.902984267955,0,0,0,0,0,0,0,326.325493363355,652.650986726711,0,681.352655359052,490.45130068093,597.053206435638,0,1022.02898303858,7837.5392263841,3232.1388777051,0,0,0,435.100657817807,0,79037.2642872128,340.676327679526,3320.65827089824
"M.2017.NAM-76.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.729395886675,0,0,0,0,345.074989108571,0,115.024996369524,0,0,460.099985478094,352.470265828669,230.049992739047,0,704.940531657337,0,352.470265828669,881.175664571672,0,528.705398743003,230.049992739047,0,0,0,0,0,0,0,0,0,1157.64524041533,3649.17085416033,0,230.049992739047,706.434794629678,1402.48578659458,622.052885603364,521.310122022905,14217.0669100653,266.594093830013,0,0,0,530.199661715344,0,46136.4467995885,1242.61150823439,8081.4375898697
"M.2017.NAM-79.03.R",0,284.168611445601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.168611445601,395.941598614204,0,0,0,426.252917168402,0,0,26.1635417586479,0,0,0,426.252917168402,284.168611445601,142.084305722801,0,0,426.252917168402,0,0,0,0,0,0,0,1278.75875150521,1731.17521043226,0,142.084305722801,284.168611445601,852.505834336804,0,2065.90580520952,5257.11931174362,0,0,0,0,568.337222891202,0,19893.6179751418,1187.82479584261,2131.26458584201
"M.2017.NAM-79.06.R",0,680.05236403203,98.3624375490736,0,0,0,0,0,0,0,0,0,0,0,487.479396378637,0,0,0,0,0,0,974.958792757275,9993.32762576207,0,0,0,0,0,0,974.958792757275,0,0,1020.07854604805,0,0,0,0,0,0,1218.69849094659,0,0,0,39.3449750196295,0,0,1167.53176041067,0,0,0,487.479396378637,0,0,8037.36306300236,0,0,0,0,0,0,553050.185204227,3331.7707548108,5627.48930061251
"M.2017.NAM-79.09.R",0,567.880422957759,0,30.1019968535888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.753278891364,0,0,185.501009241428,46.3752523103571,0,0,475.129918337045,0,0,567.880422957759,0,139.125756931071,0,0,0,0,0,0,0,633.506557782727,4851.9231752723,92.7505046207142,297.502396376753,614.255675268117,1228.51135053623,0,324.6267661725,9749.71581827066,0,0,0,0,799.756684509545,0,38237.5536967751,1020.25555082786,4747.79527541812
"M.2017.YN04-C1213.03.R",0,0,0,5722.92460523743,0,0,0,0,25943.9248770763,0,0,0,0,0,0,0,0,1716.87738157123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381.528307015829,0,0,0,0,0,0,0,0,0,0,0,0,572.292460523743,92.7505046207142,0,1526.11322806331,3093.3385641705,0,0,0,0,0,21116.3555705495,0,3624.51891665037
"M.2017.YN04-C1213.06.R",0,274.568071025674,0,0,0,0,0,0,0,0,0,0,0,0,186.830184596007,0,0,0,0,0,181.624586520277,0,1577.44957691003,0,0,0,0,328.352059248921,0,0,0,0,0,0,0,648.425520493508,0,287.145397866869,0,0,0,0,0,454.061466300693,0,272.436879780416,1023.35981669727,55.9151794685053,124.553456397338,0,7119.27341911962,181.902725243892,435.591799954501,2164.76353525835,1544.80459845508,0,0,0,181.624586520277,358.931747333586,44847.2174674217,249.106912794676,1130.08832311885
"M.2017.YN04-C1213.09.R",0,1754.13182516929,0,0,0,0,0,1402.94267225505,0,0,0,0,0,0,506.535094175954,0,1402.94267225505,0,0,0,379.901320631966,0,0,910.598225092293,0,126.319545818073,0,0,0,696.014412903064,0,0,506.535094175954,0,253.267547087977,0,0,0,0,126.633773543989,315.798864545183,0,0,0,0,2382.13308187773,12276.1372787374,0,252.953319362062,506.535094175954,7447.33651366739,239.427170494592,1762.47293091945,46317.9454494886,2287.76248569858,126.633773543989,0,0,876.353858953502,626.24867942325,163028.647846142,119.713585247296,12558.6817795819
"S.2017.NAM-0.03.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.305625003877,0,0,0,0,0,0,0,0,0,1240.76406250969,0,0,0,0,0,0,0,0,0,9748.18417187663,0,0,0,0,0,0,7641.6863545907,496.305625003877,0
"S.2017.NAM-0.06.R",0,0,65.5532448036762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17817.3719376392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35634.7438752784,0,0,0,53452.1158129176,0,0,115812.917594655,0,0,0,0,0,427616.926503341,445729.288042597,0,1576837.41648107
"S.2017.NAM-0.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8098.80542619964,0,0,0,0,0,0,0,0,0,0,5399.20361746642,0,1025.95231886598,0,8098.80542619964,0,0,0,0,0,0,0,0,2051.90463773196,0,0,3419.8410628866,0,0,0,0,0,0,12311.4278263918,0,7523.65033835053
"S.2017.NAM-13.03.R",119.366046924782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.366046924782,0,0,0,0,0,77.5005303942549,0,0,0,0,0,310.00212157702,155.00106078851,0,0,0,0,198.943411541304,0,0,0,542.503712759784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1784.26020120494,278.520776157826,155.00106078851,0,0,0,0,17047.8148621397,630.388414265373,2480.01697261616
