"","kingdom","phylum","class","order","family","genus","species"
"89594797caea9be2084740829bedcf2a","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"6cd0048c46292222a056e0c8ff640363","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga",NA
"dcd578d979e54d1a9b03892dacb3a55b","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Rhizobacter",NA
"c93d5f0a85bcb3197b591bebf8b14a0d","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","metagenome"
"b4f7a2286a8dc1e376a55480ace89bf6","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"d7888d968729147714fd4d8af16e6cf5","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis",NA
"46219c19ed5590a91570e6c5426729e9","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"37559b0e26b0142be194e2ecec940538","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Duganella","uncultured bacterium"
"2a514e9a6c6cdfe115c319717f8a55eb","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"aa0e73d013eb3ddb2471825a889d7543","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"ae590fbc73cacce44e44a4f37e2d323d","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"5832a67565d38df80c3b0eb93f157cc0","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","Ambiguous_taxa"
"e9d0606df573574c0eadc958b558b494","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","Ambiguous_taxa"
"a9e0cd7681ef6666c27898d58fb1a988","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Rhizobacter",NA
"d3df8ee64ca4e3ff8893f2fea4f76842","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","uncultured","uncultured bacterium"
"407267ff90a628d93f584c218c915867","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"d40a688280ac1362928ffc5ee06597a1","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Comamonas","Comamonas sp. NF27"
"8ed384e3fc34eefc8c5c58e03a382c83","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",NA
"7f8f6cb3414d6d9ce641fd4c337e9f29","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niabella","Niabella sp."
"440aef75d6ea7550857093cbea832c84","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",NA
"ec07a9d420de8f502c70e9348bed0e3d","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"8f7c3fdbe8af5b15453bd3cce07b2b23","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"b4c68a2905043da6c16f7917f2176998","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Duganella","uncultured bacterium"
"2e638343b95866662b1ba7f481d633e2","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium","unclassified"
"5eeb4604c08c487faa6b3e8115e093e2","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured",NA
"abd5d01d29a0edc4d483bd284c9e3428","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter","Ambiguous_taxa"
"9916f150653f7679c1ee1b9f7ac1f4c7","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured Sphingomonadaceae bacterium"
"de190346e494387e07f5576a6b2ddeaf","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067",NA
"5a6c8f93c93da7a36fa42eb68d8cd509","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","uncultured","uncultured soil bacterium"
"77e8c14aeca27e8b90c5bf028f431aa6","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","Ambiguous_taxa"
"535aa8404afa4dfa63c103474c5cb16a","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","Ambiguous_taxa"
"5188e2c1e1144126583e714326de5f05","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas",NA
"5a7c2e57f24e68c8241e0998c4155bbf","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"5f11c6c894b813f8a02913724acdf01e","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"389e110bac76a95a8da6123c9c8b2a61","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Paucibacter",NA
"032f467ad0288c91ba2763fb67db7611","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","uncultured",NA
"df20a98e8740573b38ea88248981ab11","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Ambiguous_taxa"
"b3e5d43779e8f129de88c44330495ced","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"4265ab02a442ac1d8879a3c14843d35c","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"62e802903380ec189d8c0bf4cd725a9d","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinocorallia","metagenome"
"264b149f3c269c37a1309792a8ca5ecc","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas tolaasii"
"75b09d17458a10e477527a45ef621fb7","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"831fe2eb31dcd91debbd4b8c793fd265","Bacteria","Actinobacteria","Actinobacteria","Catenulisporales","Catenulisporaceae","Catenulispora","Ambiguous_taxa"
"b05f5459e068b529b2c41e659efdef34","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",NA
"5dfbfd65bb4362d2689c5bf2c43b4956","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","uncultured","Ambiguous_taxa"
"58eed8a8ddd312b5aa72646985b0df6a","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",NA
"764b7b2ae878af73be284fdefd82ccbd","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
"1e7bfba26300b5cf5fc732c0ef7690aa","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"acd8ae0c9465f75d9a8b8ecc32785901","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dyella",NA
"9555a37ccf9101c5bb2bdc79921cff7b","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio","Ambiguous_taxa"
"7cfce2e7bbce1e7d9484e233c5f0c601","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"cc07567cf4ca7addcbcb86537f823bed","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
"3bfdea34d5e8bc8d848b9f0448a14eb5","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","uncultured",NA
"802d2137dc612d42acd7a635fd36e6b3","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"a68bda6f586ad26d02cfca9cf2f6c164","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Duganella",NA
"ffe1b10b937a8dbd8dd0b0ef5bd41c11","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Pseudoduganella",NA
"88775387e5b826fdd983d3329a370cd1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Erwinia","Erwinia toletana"
"4a35d734b5e6a167456a241fce053ac0","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"663353c380a5a14d9f0b5afdb3afbe08","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",NA
"297a93e63eb70ffc38f8a4461c33cf35","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","uncultured bacterium"
"868e24139d26f7a4695d55b7bf60ce6e","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Caenimonas",NA
"adc5f8630cac267df62e4e802022ef47","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"27411089f2f049c2a454db6aac7c5d0b","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"a26dc8bd901c4262c804f0102f497985","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"51268ae7b4d1f81274b6142478de5cd7","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"85a75758c2e7135d14ce9b0d8c975c22","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"a165f6957287e2a729ae4a054a488d5b","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"2ec31a7b81e53662cbdc0e70477ff116","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"2b57b4b9d721d70d7e34c74e79e4bd5b","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis",NA
"09fdeb94ef69e2017f2461e045428d90","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",NA
"3e5948251286e38076a2b64de3ce2c04","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dyella","uncultured Dyella sp."
"65205a72c4e8cb9b971e598b928d7450","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"09b7d12cac5e2ffb92d335fb4288e9fb","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",NA
"065259ec202538d9a00670abd44fc85d","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Tahibacter","uncultured bacterium"
"d2db2c90c9f6401ed400e43cd16e7846","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"cb95a71b022f5263bd0594d7ac3e5a7e","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"df84db72ef1eb28908d1c62704266a39","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia",NA
"1973d17fc05e424c049db4b09fcf951f","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Tahibacter",NA
"575b9250857b98ad4b61cd24f186e809","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Tahibacter",NA
"f1f6915af01fc18e865bc4bbe2b416e3","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia",NA
"22e4dc6ecf98d96dc45b5c00249b7c2d","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"928744a7e450cedd7807391588577822","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter",NA
"27fc6700639b3c360363c36f5bd82f78","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","uncultured Xanthomonadaceae bacterium"
"09b65607ec39caa5336bc427b40fac66","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"eac335b6822ffaac8d6d180c9473c34f","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"72c7f54f73e0c27bef2f8ea144f989eb","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"e6ef8c93daa2831b5bc35126cd89d978","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"31c3effd558cd5766cbdba0900aff0d0","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","metagenome","unclassified"
"16a0d90a2be44f15005cf8dc59541741","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Niastella sp."
"314df23c70a94155d386b38266b55a3c","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"cccd1130469df143bf81b7d6c1ac2aec","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"d8213275b152f394a2fbf4dde1cd3f93","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Luteibacter","Ambiguous_taxa"
"88544cc746804db7c09413c59a9cc143","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"413b20a996e1a03a58a8efca5af07e56","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Rhizobacter",NA
"57dede9f2688d57499f40872de441d9d","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia","uncultured bacterium"
"10eeae778f84366ffcb7b8bb45acc2e7","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"d4d504ff4fd7c078dc3554d2dd55e829","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium","uncultured Myxococcales bacterium"
"c92a73ef2034b752fddabcdf8e5af377","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodovastum","uncultured bacterium"
"6c3c2a9a150fb0b358aeb5f23d436db9","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"41db647acc3f740c92087979d222391f","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea",NA
"99d1691581caa8ee78bfbb40dc4c3145","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","bacterium Ellin7529","unclassified"
"75a69419bb388f4a03425699deb44dea","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"bd32f63f2c61a4c1c2e119d1631ab09e","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Rhizobacter",NA
"9103d7dae9a27864c2b54e76eda63fd1","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Pajaroellobacter",NA
"c0e57139145537067326a676bb7e3ca9","Bacteria","Actinobacteria","Actinobacteria","Catenulisporales","Catenulisporaceae","Catenulispora","Ambiguous_taxa"
"8fba63f5ce30bc7d28195937ac5fa5d1","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"ca34390e705c4ad2bed6e9aae0cfeb1a","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"5042be4806cdfd410aae84b4bd427314","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"fcca31a8dba0488eb8879120277f149b","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA
"145424ad49ed7611390a5e20bf554630","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"57276df1c47d06eef213ee54d00ac978","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA
"3f5a981d1eddf029ac322f0316afb8a7","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"bd769c49bfd9df2227a59e8de8c20a23","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter",NA
"8ac51a30536bd78f59b27d0a7a5ff9e8","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Pelomonas",NA
"71c8a0b854b50dd6b2845d87007e5ad4","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"71e370fcf14890ba094ae5e2a85aedcb","Bacteria","Acidobacteria","Subgroup 6","metagenome","unclassified","unclassified","unclassified"
"4090e0cad33ca7b3a1b898b02ac6452e","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Rhizobacter",NA
"2cbaad7953ff3d1a09b263ac92a86f09","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium"
"6fd5ed2d634e3005312c9d4d1113ae3d","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"81b5e96752fd7573f7b244d216fb519c","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"429f0d78747abe936b284ff5925214be","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Ambiguous_taxa"
"12e17160db3690fa3ed2e7b3ca3b71bb","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia",NA
"5c955a3c1d09526af03a55dffd079b6b","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","unclassified","unclassified"
"1506f658d1d5d0f1caebce228b063200","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured Gemmatimonadetes bacterium"
"3368ed18533f137f10359536b9860075","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polaromonas",NA
"46a664fddc16e64409e38fe47241a20e","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"3cb5cf9b4141cbd3ebcf5b9f22f051ff","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium","unclassified"
"04c68474171460ecefdcdd72546685d7","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio",NA
"3692fd7f249ec3a85f15cf257c8e6fa0","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia","Ambiguous_taxa"
"e2f7fd16761b09e03c207385990ea6f5","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"06690f4d9eab777e03af413cac316368","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"ba2ede367f15d85d556ecf42a9e271c6","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter",NA
"73d4dc93531edf443f7ab452c9d7162f","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","uncultured soil bacterium","unclassified"
"d1823c4d5dd092d93f9f0400ddf23a1a","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured","uncultured prokaryote"
"b2726e3e0f5cbd6884019012940609bd","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"3eec42f779f761a21d1dc174d6905c59","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured bacterium","unclassified"
"5e2b03997f49e69c4a12ef70e57adab2","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus","uncultured actinobacterium"
"0df0cc209bba1227305ad142d98647f2","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
"affb384df8fc62415e6d8ad039673a6f","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis",NA
"da175d725e62d9fe76736f8d6ea3b7a9","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"5796c126b62d266f08e5a1f43f02a64b","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Ambiguous_taxa","unclassified"
"cf1b85ed7dd41c982b8ec01bcceac46f","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","uncultured Telluria sp."
"cc05c1ea373ae1b66c172b0993c50db7","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter",NA
"73ca81a26ac9d1d05312c4b744122f76","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"d0f4a0a0c723a2ce011a7a43bc2524ad","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Chitinophagaceae bacterium"
"6018e2e40115e4f612221ea2794b3c97","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","uncultured Actinomycetales bacterium"
"154da03bc45bfdd8556a583e2bae52af","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"5e96131f2e152589cb0b0002e17b044e","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"69928dbe41fc10f79bf2e40c7b79539c","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"21dee82330c568303c7550caef85fcf2","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"460a7a48be4d738ed9dbbcf6d811126f","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Variovorax",NA
"2750341011503e3ab4c4fced4626696e","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium","uncultured Hyphomicrobiaceae bacterium"
"edb44f857d156e9051e6b51fef8bde01","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"8e1f1ba9c15c47c7af3676838688465b","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"37fb51e57708fd468f455c2ed2c11c2d","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"1f7e55b06d3462816836da776eedafbd","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Promicromonospora",NA
"31a66e32d1ba75ba08cbde4a2f93db1c","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"9bbc47ff27a3c29f3f54c1be82882cce","Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria","metagenome","unclassified","unclassified"
"1d4b0395b0d9901a8835fdabeb79e989","Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales","uncultured bacterium","unclassified","unclassified"
"00e1501994476267ca7528951ef35d92","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"97f3b45ccf9dbdfff681b5807070aaf0","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA
"8406bce75bd59e99757f6c64d5cefd30","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"00ff677a56e40455871d92647ca686d1","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","uncultured Thermomonas sp."
"5ec2cdd40af8b6e6515be8f6986ce1f5","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"71de98c02cc48b96adc13f74e9b70332","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Paenarthrobacter",NA
"55a53a05a1e8432fbf96a153e9ce5dff","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Bordetella","Ambiguous_taxa"
"bbc254c8107848d54b4443876386c31e","Bacteria","WPS-2","uncultured bacterium","unclassified","unclassified","unclassified","unclassified"
"3adeb75930e1188279a2c1928e7d0391","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Caenimonas",NA
"36ed0e9fa1d638ffd6cf89cd11fb2578","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","uncultured alpha proteobacterium"
"c3e985d0dadac8e285b41e9e57303236","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Pigmentiphaga","Ambiguous_taxa"
"7b1721514ed11e52541c0d1b9a81ab82","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured planctomycete","unclassified"
"3ba24a43818a7f2ee2f9ed4c38d3bcb1","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium","uncultured bacterium"
"150ffda1bfb061d8a1b614e8ceecee0e","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Psychroglaciecola","uncultured bacterium"
"45a1b9f0554b08b41b07ff96fd4daad4","Bacteria","Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineosporia",NA
"0d9cd50f0e65f17f26cc211b05934a1f","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
